Year,Month,Date,Calendar Date,P/E,P/B,DIV Yield,NAV,Week Day
2004,6,22,22/06/04,11.85,2.83,2.63,1690.42,3
2004,6,23,23/06/04,11.62,2.77,2.68,1657.66,4
2004,6,24,24/06/04,11.82,2.82,2.64,1686.00,5
2004,6,25,25/06/04,11.96,2.85,2.6,1707.74,6
2004,6,28,28/06/04,12.71,2.84,2.57,1737.92,2
2004,6,29,29/06/04,12.74,2.85,2.57,1742.46,3
2004,6,30,30/06/04,12.64,2.83,2.59,1727.93,4
2004,7,1,01/07/04,12.9,2.89,2.54,1764.16,5
2004,7,2,02/07/04,12.9,2.89,2.54,1765.29,6
2004,7,5,05/07/04,12.72,2.87,2.57,1753.39,2
2004,7,6,06/07/04,12.98,2.93,2.52,1789.43,3
2004,7,7,07/07/04,13.05,2.94,2.5,1799.31,4
2004,7,8,08/07/04,12.64,2.85,2.58,1743.51,5
2004,7,9,09/07/04,12.94,2.92,2.53,1783.77,6
2004,7,12,12/07/04,12.97,2.83,2.53,1788.07,2
2004,7,13,13/07/04,12.82,2.8,2.56,1767.89,3
2004,7,14,14/07/04,12.68,2.77,2.59,1748.88,4
2004,7,15,15/07/04,12.82,2.8,2.56,1768.84,5
2004,7,16,16/07/04,12.98,2.83,2.53,1791.56,6
2004,7,19,19/07/04,13.09,2.86,2.53,1807.42,2
2004,7,20,20/07/04,13.05,2.85,2.54,1801.09,3
2004,7,21,21/07/04,13.17,2.88,2.52,1818.72,4
2004,7,22,22/07/04,13.31,2.91,2.49,1837.93,5
2004,7,23,23/07/04,13.34,2.91,2.49,1841.92,6
2004,7,26,26/07/04,13.51,2.95,2.47,1860.83,2
2004,7,27,27/07/04,13.37,2.92,2.5,1840.98,3
2004,7,28,28/07/04,13.31,2.91,2.51,1834.20,4
2004,7,29,29/07/04,13.52,2.93,2.47,1862.95,5
2004,7,30,30/07/04,13.63,2.95,2.45,1878.62,6
2004,8,2,02/08/04,13.69,2.96,2.41,1886.36,2
2004,8,3,03/08/04,13.62,2.95,2.43,1876.64,3
2004,8,4,04/08/04,13.58,2.94,2.43,1871.98,4
2004,8,5,05/08/04,13.82,2.99,2.39,1904.71,5
2004,8,6,06/08/04,13.64,2.95,2.42,1879.91,6
2004,8,9,09/08/04,13.72,2.97,2.41,1890.52,2
2004,8,10,10/08/04,13.8,2.99,2.4,1901.52,3
2004,8,11,11/08/04,13.55,2.93,2.44,1866.37,4
2004,8,12,12/08/04,13.43,2.91,2.46,1850.05,5
2004,8,13,13/08/04,13.36,2.89,2.47,1840.99,6
2004,8,16,16/08/04,13.36,2.89,2.46,1842.11,2
2004,8,17,17/08/04,13.41,2.9,2.45,1848.19,3
2004,8,18,18/08/04,13.22,2.86,2.48,1822.36,4
2004,8,19,19/08/04,13.45,2.91,2.44,1854.14,5
2004,8,20,20/08/04,13.29,2.87,2.47,1832.39,6
2004,8,23,23/08/04,13.19,2.85,2.49,1820.06,2
2004,8,24,24/08/04,13.3,2.88,2.47,1835.51,3
2004,8,25,25/08/04,13.34,2.88,2.47,1840.24,4
2004,8,26,26/08/04,13.46,2.91,2.44,1857.59,5
2004,8,27,27/08/04,13.45,2.91,2.45,1855.58,6
2004,8,30,30/08/04,13.61,2.94,2.41,1878.29,2
2004,8,31,31/08/04,13.64,2.95,2.4,1882.09,3
2004,9,1,01/09/04,13.67,2.96,2.4,1886.36,4
2004,9,2,02/09/04,13.62,2.94,2.41,1883.85,5
2004,9,3,03/09/04,13.66,2.95,2.4,1889.40,6
2004,9,6,06/09/04,13.74,2.97,2.34,1901.02,2
2004,9,7,07/09/04,13.79,2.98,2.33,1908.80,3
2004,9,8,08/09/04,13.84,2.99,2.32,1915.85,4
2004,9,9,09/09/04,13.78,2.98,2.33,1907.47,5
2004,9,10,10/09/04,13.95,3.02,2.3,1930.31,6
2004,9,13,13/09/04,14,3.03,2.29,1938.57,2
2004,9,14,14/09/04,14.09,3.05,2.28,1950.54,3
2004,9,15,15/09/04,14.07,3.04,2.28,1947.82,4
2004,9,16,16/09/04,14.25,3.08,2.25,1973.86,5
2004,9,17,17/09/04,14.49,3.13,2.21,2006.21,6
2004,9,20,20/09/04,14.45,3.13,2.22,2000.69,2
2004,9,21,21/09/04,14.63,3.16,2.19,2025.45,3
2004,9,22,22/09/04,14.66,3.17,2.19,2030.34,4
2004,9,23,23/09/04,14.42,3.12,2.22,1998.22,5
2004,9,24,24/09/04,14.39,3.11,2.23,1993.99,6
2004,9,27,27/09/04,14.35,3.1,2.22,1988.20,2
2004,9,28,28/09/04,14.21,3.07,2.24,1968.23,3
2004,9,29,29/09/04,14.44,3.12,2.21,2000.30,4
2004,9,30,30/09/04,14.59,3.16,2.18,2020.62,5
2004,10,1,01/10/04,14.84,3.21,2.15,2054.94,6
2004,10,4,04/10/04,15.09,3.11,2.11,2090.25,2
2004,10,5,05/10/04,15.15,3.13,2.1,2098.12,3
2004,10,6,06/10/04,15,3.1,2.12,2077.80,4
2004,10,7,07/10/04,15.17,3.13,2.1,2101.88,5
2004,10,8,08/10/04,15.21,3.14,2.09,2107.09,6
2004,10,9,09/10/04,15.19,3.14,2.1,2104.31,7
2004,10,11,11/10/04,15.11,3.12,2.11,2092.68,2
2004,10,12,12/10/04,14.93,3.08,2.13,2068.54,3
2004,10,14,14/10/04,15,3.1,2.12,2077.63,5
2004,10,15,15/10/04,15,3.1,2.12,2077.92,6
2004,10,18,18/10/04,14.93,3.08,2.13,2067.81,2
2004,10,19,19/10/04,15.11,3.12,2.11,2093.74,3
2004,10,20,20/10/04,14.96,3.09,2.13,2072.50,4
2004,10,21,21/10/04,14.87,3.07,2.14,2060.57,5
2004,10,25,25/10/04,14.69,3.03,2.17,2034.52,2
2004,10,26,26/10/04,14.89,3.07,2.14,2062.08,3
2004,10,27,27/10/04,14.91,3.08,2.14,2065.32,4
2004,10,28,28/10/04,15.04,3.1,2.12,2084.40,5
2004,10,29,29/10/04,14.93,3.08,2.14,2069.39,6
2004,11,1,01/11/04,15.03,3.1,2.13,2081.96,2
2004,11,2,02/11/04,15.16,3.13,2.11,2100.50,3
2004,11,3,03/11/04,15.36,3.17,2.09,2128.36,4
2004,11,4,04/11/04,15.34,3.17,2.09,2125.41,5
2004,11,5,05/11/04,15.48,3.2,2.07,2145.62,6
2004,11,8,08/11/04,15.57,3.21,2.02,2157.78,2
2004,11,9,09/11/04,15.54,3.21,2.02,2153.09,3
2004,11,10,10/11/04,15.68,3.24,2,2173.19,4
2004,11,11,11/11/04,15.64,3.23,2.01,2166.76,5
2004,11,12,12/11/04,15.66,3.23,2.01,2169.54,6
2004,11,16,16/11/04,15.71,3.24,2,2176.55,3
2004,11,17,17/11/04,15.79,3.26,1.99,2187.73,4
2004,11,18,18/11/04,15.82,3.26,1.99,2191.67,5
2004,11,19,19/11/04,15.65,3.23,2.01,2168.85,6
2004,11,22,22/11/04,15.66,3.23,2.01,2170.00,2
2004,11,23,23/11/04,15.84,3.27,1.98,2192.30,3
2004,11,24,24/11/04,15.93,3.29,1.97,2205.57,4
2004,11,25,25/11/04,15.91,3.28,1.97,2202.09,5
2004,11,29,29/11/04,16.23,3.35,1.93,2246.80,2
2004,11,30,30/11/04,16.39,3.38,1.92,2268.99,3
2004,12,1,01/12/04,16.42,3.39,1.91,2272.75,4
2004,12,2,02/12/04,16.73,3.45,1.88,2315.55,5
2004,12,3,03/12/04,16.71,3.45,1.88,2312.31,6
2004,12,6,06/12/04,16.68,3.44,1.88,2308.90,2
2004,12,7,07/12/04,16.68,3.44,1.88,2308.38,3
2004,12,8,08/12/04,16.56,3.42,1.9,2291.57,4
2004,12,9,09/12/04,16.66,3.44,1.88,2305.47,5
2004,12,10,10/12/04,16.54,3.41,1.92,2281.31,6
2004,12,13,13/12/04,16.68,3.44,1.91,2300.26,2
2004,12,14,14/12/04,16.86,3.47,1.89,2325.50,3
2004,12,15,15/12/04,17.04,3.51,1.87,2350.88,4
2004,12,16,16/12/04,17.08,3.52,1.87,2356.10,5
2004,12,17,17/12/04,16.91,3.48,1.89,2331.65,6
2004,12,20,20/12/04,14.92,3.51,1.87,2348.74,2
2004,12,21,21/12/04,15.05,3.54,1.85,2369.37,3
2004,12,22,22/12/04,14.98,3.53,1.86,2358.59,4
2004,12,23,23/12/04,15.06,3.55,1.85,2369.95,5
2004,12,24,24/12/04,15.19,3.58,1.84,2390.83,6
2004,12,27,27/12/04,15.19,3.58,1.84,2391.49,2
2004,12,28,28/12/04,15.25,3.59,1.84,2408.24,3
2004,12,29,29/12/04,15.24,3.59,1.84,2406.20,4
2004,12,30,30/12/04,15.17,3.57,1.85,2394.81,5
2004,12,31,31/12/04,15.32,3.61,1.83,2418.88,6
2005,1,3,03/01/05,15.57,3.67,1.89,2458.99,2
2005,1,4,04/01/05,15.49,3.65,1.9,2445.91,3
2005,1,5,05/01/05,14.96,3.52,1.97,2362.72,4
2005,1,6,06/01/05,14.71,3.47,2,2323.37,5
2005,1,7,07/01/05,14.84,3.49,1.98,2343.31,6
2005,1,10,10/01/05,14.58,3.44,2.02,2304.36,2
2005,1,11,11/01/05,14.37,3.39,2.05,2269.54,3
2005,1,12,12/01/05,14.05,3.32,2.09,2224.83,4
2005,1,13,13/01/05,14.35,3.39,2.05,2272.44,5
2005,1,14,14/01/05,14.18,3.35,2.07,2245.18,6
2005,1,17,17/01/05,14.17,3.35,2.07,2247.27,2
2005,1,18,18/01/05,14.19,3.36,2.07,2248.61,3
2005,1,19,19/01/05,14.12,3.34,2.07,2240.00,4
2005,1,20,20/01/05,14.09,3.34,2.08,2238.44,5
2005,1,24,24/01/05,13.6,3.31,2.09,2219.48,2
2005,1,25,25/01/05,13.74,3.35,2.07,2246.05,3
2005,1,27,27/01/05,13.84,3.39,2.04,2273.01,5
2005,1,28,28/01/05,14.34,3.49,1.99,2334.98,6
2005,1,31,31/01/05,14.68,3.57,1.94,2393.76,2
2005,2,1,01/02/05,14.34,3.58,1.94,2396.67,3
2005,2,2,02/02/05,14.24,3.56,1.95,2387.83,4
2005,2,3,03/02/05,14.42,3.61,1.92,2419.48,5
2005,2,4,04/02/05,14.41,3.61,1.92,2417.73,6
2005,2,7,07/02/05,14.26,3.57,2.02,2391.44,2
2005,2,8,08/02/05,14.26,3.57,2.02,2391.50,3
2005,2,9,09/02/05,14.36,3.59,2.01,2408.78,4
2005,2,10,10/02/05,14.31,3.58,2.01,2401.04,5
2005,2,11,11/02/05,14.48,3.61,2,2422.80,6
2005,2,14,14/02/05,14.59,3.64,1.99,2441.65,2
2005,2,15,15/02/05,14.53,3.63,2,2431.99,3
2005,2,16,16/02/05,14.39,3.59,2.02,2407.38,4
2005,2,17,17/02/05,14.34,3.58,2.03,2399.35,5
2005,2,18,18/02/05,14.29,3.57,2.04,2391.96,6
2005,2,21,21/02/05,14.21,3.55,2.05,2377.88,2
2005,2,22,22/02/05,14.31,3.57,2.03,2395.57,3
2005,2,23,23/02/05,14.3,3.57,2.03,2394.06,4
2005,2,24,24/02/05,14.29,3.57,2.04,2391.96,5
2005,2,25,25/02/05,14.71,3.84,1.93,2398.65,6
2005,2,28,28/02/05,15.02,3.92,1.9,2447.94,2
2005,3,1,01/03/05,14.88,3.89,1.92,2426.00,3
2005,3,2,02/03/05,14.94,3.9,1.91,2436.30,4
2005,3,3,03/03/05,15.2,3.97,1.88,2477.74,5
2005,3,4,04/03/05,15.34,4.01,1.86,2500.20,6
2005,3,7,07/03/05,15.42,4.03,1.85,2514.11,2
2005,3,8,08/03/05,15.48,4.05,1.84,2524.41,3
2005,3,9,09/03/05,15.43,4.03,1.85,2514.92,4
2005,3,10,10/03/05,15.47,4.04,1.84,2522.61,5
2005,3,11,11/03/05,15.38,4.02,1.86,2507.01,6
2005,3,14,14/03/05,15.32,4,1.86,2498.11,2
2005,3,15,15/03/05,15.2,3.97,1.88,2477.85,3
2005,3,16,16/03/05,15.17,3.96,1.88,2474.35,4
2005,3,17,17/03/05,14.98,3.91,1.91,2442.86,5
2005,3,18,18/03/05,15.06,3.93,1.9,2455.26,6
2005,3,21,21/03/05,14.97,3.91,1.92,2440.65,2
2005,3,22,22/03/05,14.72,3.85,1.95,2399.90,3
2005,3,23,23/03/05,14.47,3.78,1.99,2358.93,4
2005,3,24,24/03/05,14.39,3.76,2,2346.12,5
2005,3,28,28/03/05,14.54,3.8,1.98,2362.48,2
2005,3,29,29/03/05,14.21,3.71,2.02,2309.39,3
2005,3,30,30/03/05,14.3,3.74,2.01,2320.86,4
2005,3,31,31/03/05,14.6,3.82,1.97,2369.69,5
2005,4,1,01/04/05,14.84,3.88,1.94,2406.95,6
2005,4,4,04/04/05,14.81,3.86,1.94,2402.00,2
2005,4,5,05/04/05,14.71,3.84,1.95,2389.37,3
2005,4,6,06/04/05,14.83,3.87,1.94,2408.87,4
2005,4,7,07/04/05,14.71,3.84,1.95,2389.72,5
2005,4,8,08/04/05,14.56,3.8,1.97,2364.51,6
2005,4,11,11/04/05,14.39,3.76,2,2337.74,2
2005,4,12,12/04/05,14.65,3.82,1.96,2357.24,3
2005,4,13,13/04/05,14.52,3.79,1.98,2357.82,4
2005,4,15,15/04/05,13.95,3.66,2.05,2277.32,6
2005,4,18,18/04/05,13.75,3.61,2.08,2244.15,2
2005,4,19,19/04/05,13.64,3.57,2.1,2222.73,3
2005,4,20,20/04/05,13.78,3.61,2.08,2246.36,4
2005,4,21,21/04/05,13.87,3.65,2.06,2268.30,5
2005,4,22,22/04/05,13.97,3.68,2.04,2290.19,6
2005,4,25,25/04/05,13.99,3.69,2.03,2294.38,2
2005,4,26,26/04/05,13.85,3.66,2.05,2278.25,3
2005,4,27,27/04/05,13.51,3.62,2.07,2252.99,4
2005,4,28,28/04/05,13.55,3.63,2.07,2259.86,5
2005,4,29,29/04/05,13.27,3.56,2.11,2214.96,6
2005,5,2,02/05/05,13.32,3.59,2.11,2231.60,2
2005,5,3,03/05/05,13.35,3.59,2.1,2236.20,3
2005,5,4,04/05/05,13.5,3.63,2.08,2261.69,4
2005,5,5,05/05/05,13.64,3.67,2.06,2286.03,5
2005,5,6,06/05/05,13.71,3.7,2.04,2302.56,6
2005,5,9,09/05/05,13.87,3.74,2.02,2329.63,2
2005,5,10,10/05/05,13.82,3.73,2.02,2322.12,3
2005,5,11,11/05/05,13.76,3.72,2.03,2312.46,4
2005,5,12,12/05/05,13.81,3.73,2.03,2323.33,5
2005,5,13,13/05/05,13.78,3.72,2.03,2317.68,6
2005,5,16,16/05/05,13.97,3.77,2.04,2346.00,2
2005,5,17,17/05/05,13.8,3.73,2.06,2320.59,3
2005,5,18,18/05/05,13.74,3.72,2.07,2311.21,4
2005,5,19,19/05/05,13.74,3.73,2.06,2320.65,5
2005,5,20,20/05/05,13.73,3.73,2.06,2322.46,6
2005,5,23,23/05/05,13.88,3.77,2.04,2347.52,2
2005,5,24,24/05/05,13.98,3.8,2.02,2364.65,3
2005,5,25,25/05/05,13.75,3.83,2.01,2382.43,4
2005,5,26,26/05/05,13.95,3.89,1.98,2418.70,5
2005,5,27,27/05/05,13.97,3.89,1.98,2420.68,6
2005,5,30,30/05/05,13.86,3.88,1.99,2416.07,2
2005,5,31,31/05/05,13.94,3.91,1.97,2433.73,3
2005,6,1,01/06/05,13.93,3.91,1.97,2434.11,4
2005,6,2,02/06/05,13.77,3.87,1.99,2407.41,5
2005,6,3,03/06/05,13.97,3.93,1.96,2441.92,6
2005,6,4,04/06/05,13.96,3.92,1.97,2439.70,7
2005,6,6,06/06/05,13.96,3.92,1.65,2440.23,2
2005,6,7,07/06/05,14,3.93,1.65,2449.67,3
2005,6,8,08/06/05,14.09,3.96,1.64,2466.31,4
2005,6,9,09/06/05,13.97,3.94,1.64,2455.56,5
2005,6,10,10/06/05,13.89,3.92,1.65,2440.85,6
2005,6,13,13/06/05,13.9,3.79,1.61,2455.04,2
2005,6,14,14/06/05,13.96,3.81,1.6,2466.25,3
2005,6,15,15/06/05,14.07,3.84,1.59,2485.28,4
2005,6,16,16/06/05,14.04,3.83,1.59,2480.18,5
2005,6,17,17/06/05,14.04,3.83,1.59,2481.23,6
2005,6,20,20/06/05,13.82,3.87,1.58,2505.71,2
2005,6,21,21/06/05,13.99,3.92,1.56,2535.68,3
2005,6,22,22/06/05,14.1,3.95,1.55,2555.96,4
2005,6,23,23/06/05,14.08,3.94,1.55,2552.83,5
2005,6,24,24/06/05,14.14,3.96,1.54,2565.10,6
2005,6,27,27/06/05,14.18,3.94,1.57,2571.47,2
2005,6,28,28/06/05,13.99,3.89,1.59,2536.46,3
2005,6,29,29/06/05,14.13,3.93,1.57,2566.03,4
2005,6,30,30/06/05,14.31,3.98,1.55,2599.93,5
2005,7,1,01/07/05,14.26,3.96,1.56,2589.74,6
2005,7,4,04/07/05,14.38,3.91,1.63,2611.69,2
2005,7,5,05/07/05,14.25,3.88,1.64,2588.39,3
2005,7,6,06/07/05,14.36,3.91,1.63,2609.34,4
2005,7,7,07/07/05,14.05,3.82,1.67,2552.27,5
2005,7,8,08/07/05,14.16,3.85,1.66,2571.95,6
2005,7,11,11/07/05,14.3,3.84,1.65,2598.47,2
2005,7,12,12/07/05,14.29,3.84,1.65,2601.07,3
2005,7,13,13/07/05,14.17,3.81,1.66,2581.46,4
2005,7,14,14/07/05,14.04,3.78,1.68,2559.47,5
2005,7,15,15/07/05,14.21,3.83,1.65,2591.62,6
2005,7,18,18/07/05,14.31,3.86,1.64,2618.41,2
2005,7,19,19/07/05,14.33,3.87,1.64,2622.28,3
2005,7,20,20/07/05,14.36,3.87,1.64,2628.52,4
2005,7,21,21/07/05,14.27,3.85,1.65,2615.28,5
2005,7,22,22/07/05,14.47,3.91,1.62,2656.43,6
2005,7,25,25/07/05,14.62,3.82,1.63,2687.09,2
2005,7,26,26/07/05,14.58,3.84,1.62,2700.46,3
2005,7,27,27/07/05,14.69,3.87,1.61,2719.16,4
2005,7,29,29/07/05,14.1,3.86,1.62,2711.24,6
2005,8,1,01/08/05,14.36,3.87,1.61,2717.98,2
2005,8,2,02/08/05,14.58,3.92,1.59,2759.72,3
2005,8,3,03/08/05,14.6,3.93,1.59,2763.65,4
2005,8,4,04/08/05,14.67,3.95,1.58,2777.66,5
2005,8,5,05/08/05,14.63,3.94,1.58,2769.92,6
2005,8,8,08/08/05,14.4,3.87,1.61,2727.90,2
2005,8,9,09/08/05,14.36,3.86,1.62,2721.21,3
2005,8,10,10/08/05,14.62,3.93,1.59,2769.86,4
2005,8,11,11/08/05,14.75,3.96,1.57,2795.89,5
2005,8,12,12/08/05,14.63,3.93,1.59,2773.66,6
2005,8,16,16/08/05,14.68,3.95,1.58,2783.35,3
2005,8,17,17/08/05,14.89,3.92,1.58,2822.69,4
2005,8,18,18/08/05,14.8,3.89,1.59,2805.73,5
2005,8,19,19/08/05,14.77,3.89,1.59,2800.08,6
2005,8,22,22/08/05,14.67,3.86,1.61,2781.76,2
2005,8,23,23/08/05,14.41,3.79,1.64,2732.71,3
2005,8,24,24/08/05,14.39,3.78,1.64,2728.48,4
2005,8,25,25/08/05,14.58,3.84,1.62,2766.26,5
2005,8,26,26/08/05,14.6,3.84,1.61,2769.19,6
2005,8,29,29/08/05,14.48,3.81,1.63,2746.40,2
2005,8,30,30/08/05,14.67,3.86,1.61,2782.13,3
2005,8,31,31/08/05,14.78,3.89,1.59,2801.99,4
2005,9,1,01/09/05,14.92,3.92,1.58,2832.92,5
2005,9,2,02/09/05,14.98,3.94,1.57,2845.48,6
2005,9,5,05/09/05,15.02,3.93,1.55,2853.90,2
2005,9,6,06/09/05,15.06,3.94,1.55,2860.85,3
2005,9,8,08/09/05,15.22,3.98,1.53,2891.24,5
2005,9,9,09/09/05,15.23,3.98,1.53,2892.42,6
2005,9,12,12/09/05,15.41,4.03,1.51,2926.22,2
2005,9,13,13/09/05,15.51,4.05,1.5,2945.31,3
2005,9,14,14/09/05,15.46,4.04,1.51,2937.05,4
2005,9,15,15/09/05,15.66,4.09,1.49,2974.17,5
2005,9,16,16/09/05,15.83,4.14,1.47,3007.82,6
2005,9,19,19/09/05,15.92,4.07,1.57,3025.35,2
2005,9,20,20/09/05,15.99,4.09,1.56,3038.29,3
2005,9,21,21/09/05,15.93,4.07,1.57,3025.68,4
2005,9,22,22/09/05,15.36,3.93,1.63,2918.66,5
2005,9,23,23/09/05,15.37,3.93,1.63,2920.41,6
2005,9,26,26/09/05,15.88,3.94,1.73,3014.23,2
2005,9,27,27/09/05,15.99,3.97,1.72,3034.86,3
2005,9,28,28/09/05,16.13,4,1.7,3062.20,4
2005,9,29,29/09/05,16.21,4.03,1.69,3077.70,5
2005,9,30,30/09/05,16.15,4.01,1.7,3066.15,6
2005,10,3,03/10/05,16.33,4.06,1.68,3099.92,2
2005,10,4,04/10/05,16.54,4.11,1.66,3139.17,3
2005,10,5,05/10/05,16.42,4.08,1.67,3116.83,4
2005,10,6,06/10/05,16.02,3.98,1.71,3039.93,5
2005,10,7,07/10/05,15.99,3.97,1.72,3033.92,6
2005,10,10,10/10/05,15.94,3.96,1.72,3025.43,2
2005,10,11,11/10/05,16,3.99,1.71,3052.18,3
2005,10,13,13/10/05,15.67,3.91,1.74,2990.60,5
2005,10,14,14/10/05,15.3,3.83,1.78,2928.25,6
2005,10,17,17/10/05,15.27,3.8,1.78,2929.51,2
2005,10,18,18/10/05,15.17,3.78,1.79,2909.83,3
2005,10,19,19/10/05,14.81,3.69,1.83,2844.11,4
2005,10,20,20/10/05,14.69,3.67,1.85,2824.06,5
2005,10,21,21/10/05,15.02,3.74,1.81,2881.01,6
2005,10,24,24/10/05,14.72,3.67,1.85,2823.36,2
2005,10,25,25/10/05,14.81,3.7,1.83,2850.88,3
2005,10,26,26/10/05,14.58,3.69,1.84,2839.45,4
2005,10,27,27/10/05,14.01,3.6,1.88,2773.90,5
2005,10,28,28/10/05,13.74,3.55,1.91,2730.55,6
2005,10,31,31/10/05,14.23,3.63,1.87,2795.89,2
2005,11,1,01/11/05,14.32,3.65,1.85,2814.52,3
2005,11,2,02/11/05,14.52,3.7,1.83,2852.61,4
2005,11,7,07/11/05,14.77,3.77,1.8,2902.79,2
2005,11,8,08/11/05,14.96,3.82,1.78,2939.40,3
2005,11,9,09/11/05,14.94,3.81,1.78,2935.22,4
2005,11,10,10/11/05,15.01,3.83,1.77,2948.90,5
2005,11,11,11/11/05,15.29,3.9,1.74,3005.44,6
2005,11,14,14/11/05,15.36,3.92,1.73,3017.29,2
2005,11,16,16/11/05,15.5,3.96,1.71,3045.65,4
2005,11,17,17/11/05,15.63,3.99,1.7,3070.65,5
2005,11,18,18/11/05,15.73,4.01,1.69,3089.64,6
2005,11,21,21/11/05,15.65,3.99,1.7,3068.94,2
2005,11,22,22/11/05,15.47,3.95,1.72,3033.98,3
2005,11,23,23/11/05,15.68,4,1.69,3076.13,4
2005,11,24,24/11/05,15.84,4.04,1.68,3107.27,5
2005,11,25,25/11/05,16.02,4.09,1.66,3141.82,6
2005,11,26,26/11/05,16.13,4.12,1.65,3164.40,7
2005,11,28,28/11/05,16.31,4.15,1.64,3198.07,2
2005,11,29,29/11/05,16.22,4.13,1.65,3182.11,3
2005,11,30,30/11/05,15.95,4.06,1.68,3127.80,4
2005,12,1,01/12/05,16.23,4.13,1.65,3182.88,5
2005,12,2,02/12/05,16.22,4.13,1.65,3181.70,6
2005,12,5,05/12/05,16,4.08,1.68,3137.53,2
2005,12,6,06/12/05,16.01,4.08,1.68,3139.93,3
2005,12,7,07/12/05,16.2,4.13,1.66,3176.13,4
2005,12,8,08/12/05,16.28,4.15,1.65,3192.29,5
2005,12,9,09/12/05,16.58,4.22,1.62,3250.97,6
2005,12,12,12/12/05,16.7,4.25,1.61,3274.26,2
2005,12,13,13/12/05,16.91,4.31,1.59,3316.84,3
2005,12,14,14/12/05,16.87,4.3,1.59,3307.70,4
2005,12,15,15/12/05,16.71,4.26,1.61,3277.03,5
2005,12,16,16/12/05,16.9,4.3,1.59,3314.30,6
2005,12,19,19/12/05,17.2,4.38,1.56,3352.57,2
2005,12,20,20/12/05,17.1,4.35,1.57,3333.23,3
2005,12,21,21/12/05,17.08,4.35,1.57,3329.34,4
2005,12,22,22/12/05,17.15,4.37,1.56,3344.11,5
2005,12,23,23/12/05,16.97,4.32,1.58,3308.25,6
2005,12,26,26/12/05,16.64,4.24,1.61,3243.09,2
2005,12,27,27/12/05,16.98,4.32,1.58,3317.13,3
2005,12,28,28/12/05,16.91,4.31,1.59,3303.13,4
2005,12,29,29/12/05,17.07,4.35,1.57,3336.11,5
2005,12,30,30/12/05,17.16,4.37,1.56,3353.37,6
2006,1,2,02/01/06,17.16,4.37,1.56,3352.66,2
2006,1,3,03/01/06,17.45,4.44,1.54,3408.70,3
2006,1,4,04/01/06,17.58,4.48,1.53,3433.58,4
2006,1,5,05/01/06,17.55,4.47,1.53,3428.20,5
2006,1,6,06/01/06,17.64,4.49,1.52,3444.93,6
2006,1,9,09/01/06,17.62,4.49,1.52,3440.32,2
2006,1,10,10/01/06,17.37,4.43,1.54,3393.86,3
2006,1,12,12/01/06,17.28,4.4,1.55,3370.10,5
2006,1,13,13/01/06,17.25,4.4,1.55,3369.92,6
2006,1,16,16/01/06,17.14,4.37,1.56,3350.35,2
2006,1,17,17/01/06,17.12,4.36,1.57,3345.62,3
2006,1,18,18/01/06,16.53,4.24,1.61,3322.39,4
2006,1,19,19/01/06,16.87,4.33,1.58,3395.30,5
2006,1,20,20/01/06,16.91,4.38,1.56,3430.90,6
2006,1,23,23/01/06,16.83,4.35,1.57,3410.92,2
2006,1,24,24/01/06,16.86,4.39,1.56,3439.52,3
2006,1,25,25/01/06,17.02,4.44,1.54,3478.06,4
2006,1,27,27/01/06,17.42,4.5,1.52,3528.22,6
2006,1,30,30/01/06,17.91,4.49,1.52,3518.46,2
2006,1,31,31/01/06,17.9,4.53,1.51,3549.92,3
2006,2,1,01/02/06,17.73,4.49,1.52,3516.06,4
2006,2,2,02/02/06,17.7,4.48,1.53,3511.21,5
2006,2,3,03/02/06,17.54,4.44,1.54,3479.44,6
2006,2,6,06/02/06,17.9,4.53,1.51,3550.26,2
2006,2,7,07/02/06,18.02,4.56,1.5,3573.51,3
2006,2,8,08/02/06,17.95,4.54,1.5,3560.32,4
2006,2,10,10/02/06,18.03,4.57,1.49,3582.33,6
2006,2,13,13/02/06,18.11,4.59,1.49,3598.93,2
2006,2,14,14/02/06,17.93,4.56,1.5,3571.01,3
2006,2,15,15/02/06,17.96,4.56,1.5,3576.51,4
2006,2,16,16/02/06,17.95,4.56,1.5,3575.80,5
2006,2,17,17/02/06,17.71,4.5,1.52,3528.34,6
2006,2,20,20/02/06,17.86,4.54,1.51,3557.93,2
2006,2,21,21/02/06,18.03,4.58,1.49,3593.03,3
2006,2,22,22/02/06,18.13,4.61,1.48,3611.14,4
2006,2,23,23/02/06,18.19,4.62,1.48,3624.52,5
2006,2,24,24/02/06,18.12,4.61,1.48,3610.25,6
2006,2,27,27/02/06,18.22,4.63,1.48,3630.85,2
2006,2,28,28/02/06,18.27,4.64,1.47,3639.43,3
2006,3,1,01/03/06,18.56,4.72,1.45,3696.72,4
2006,3,2,02/03/06,18.73,4.76,1.44,3729.39,5
2006,3,3,03/03/06,18.71,4.75,1.44,3725.42,6
2006,3,6,06/03/06,18.96,4.82,1.42,3776.38,2
2006,3,7,07/03/06,18.92,4.81,1.42,3767.38,3
2006,3,8,08/03/06,18.53,4.71,1.45,3689.14,4
2006,3,9,09/03/06,18.6,4.73,1.45,3703.82,5
2006,3,10,10/03/06,18.93,4.81,1.42,3768.69,6
2006,3,13,13/03/06,19.04,4.84,1.41,3790.88,2
2006,3,14,14/03/06,19,4.83,1.42,3782.24,3
2006,3,16,16/03/06,19.18,4.87,1.4,3819.23,5
